Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12
2048,1024,512,2304,3200,1600,800,2448,3272,3684,1842,2969
2048,1024,512,2304,3200,1600,800,2448,3272,3684,3890,1945
2048,1024,512,2304,3200,1600,800,2448,3272,3684,3890,3993
2048,1024,512,2304,3200,1600,2848,1424,712,356,178,89
2048,1024,512,2304,3200,1600,2848,1424,712,356,178,2137
2048,1024,512,2304,3200,1600,2848,1424,712,356,2226,1113
2048,1024,512,2304,3200,1600,2848,1424,712,356,2226,3161
2048,1024,512,2304,3200,1600,2848,1424,712,2404,1202,601
2048,1024,512,2304,3200,1600,2848,1424,712,2404,1202,2649
2048,1024,512,2304,3200,1600,2848,1424,712,2404,3250,1625
2048,1024,512,2304,3200,1600,2848,1424,712,2404,3250,3673
2048,1024,512,2304,3200,1600,2848,1424,2760,1380,690,345
2048,1024,512,2304,3200,1600,2848,1424,2760,1380,690,2393
2048,1024,512,2304,3200,1600,2848,1424,2760,1380,2738,1369
2048,1024,512,2304,3200,1600,2848,1424,2760,1380,2738,3417
2048,1024,512,2304,3200,1600,2848,1424,2760,3428,1714,857
2048,1024,512,2304,3200,1600,2848,1424,2760,3428,1714,2905
2048,1024,512,2304,3200,1600,2848,1424,2760,3428,3762,1881
2048,1024,512,2304,3200,1600,2848,1424,2760,3428,3762,3929
2048,1024,512,2304,3200,1600,2848,3472,1736,868,434,217
2048,1024,512,2304,3200,1600,2848,3472,1736,868,434,2265
2048,1024,512,2304,3200,1600,2848,3472,1736,868,2482,1241
2048,1024,512,2304,3200,1600,2848,3472,1736,868,2482,3289
2048,1024,512,2304,3200,1600,2848,3472,1736,2916,1458,729
2048,1024,512,2304,3200,1600,2848,3472,1736,2916,1458,2777
2048,1024,512,2304,3200,1600,2848,3472,1736,2916,3506,1753
2048,1024,512,2304,3200,1600,2848,3472,1736,2916,3506,3801
2048,1024,512,2304,3200,1600,2848,3472,3784,1892,946,473
2048,1024,512,2304,3200,1600,2848,3472,3784,1892,946,2521
2048,1024,512,2304,3200,1600,2848,3472,3784,1892,2994,1497
2048,1024,512,2304,3200,1600,2848,3472,3784,1892,2994,3545
2048,1024,512,2304,3200,1600,2848,3472,3784,3940,1970,985
2048,1024,512,2304,3200,1600,2848,3472,3784,3940,1970,3033
2048,1024,512,2304,3200,1600,2848,3472,3784,3940,4018,2009
2048,1024,512,2304,3200,1600,2848,3472,3784,3940,4018,4057
2048,1024,512,2304,3200,3648,1824,912,456,228,114,57
2048,1024,512,2304,3200,3648,1824,912,456,228,114,2105
2048,1024,512,2304,3200,3648,1824,912,456,228,2162,1081
2048,1024,512,2304,3200,3648,1824,912,456,228,2162,3129
2048,1024,512,2304,3200,3648,1824,912,456,2276,1138,569
2048,1024,512,2304,3200,3648,1824,912,456,2276,1138,2617
2048,1024,512,2304,3200,3648,1824,912,456,2276,3186,1593
2048,1024,512,2304,3200,3648,1824,912,456,2276,3186,3641
2048,1024,512,2304,3200,3648,1824,912,2504,1252,626,313
2048,1024,512,2304,3200,3648,1824,912,2504,1252,626,2361
2048,1024,512,2304,3200,3648,1824,912,2504,1252,2674,1337
2048,1024,512,2304,3200,3648,1824,912,2504,1252,2674,3385
2048,1024,512,2304,3200,3648,1824,912,2504,3300,1650,825
2048,1024,512,2304,3200,3648,1824,912,2504,3300,1650,2873
2048,1024,512,2304,3200,3648,1824,912,2504,3300,3698,1849
2048,1024,512,2304,3200,3648,1824,912,2504,3300,3698,3897
2048,1024,512,2304,3200,3648,1824,2960,1480,740,370,185
2048,1024,512,2304,3200,3648,1824,2960,1480,740,370,2233
2048,1024,512,2304,3200,3648,1824,2960,1480,740,2418,1209
2048,1024,512,2304,3200,3648,1824,2960,1480,740,2418,3257
2048,1024,512,2304,3200,3648,1824,2960,1480,2788,1394,697
2048,1024,512,2304,3200,3648,1824,2960,1480,2788,1394,2745
2048,1024,512,2304,3200,3648,1824,2960,1480,2788,3442,1721
2048,1024,512,2304,3200,3648,1824,2960,1480,2788,3442,3769
2048,1024,512,2304,3200,3648,1824,2960,3528,1764,882,441
2048,1024,512,2304,3200,3648,1824,2960,3528,1764,882,2489
2048,1024,512,2304,3200,3648,1824,2960,3528,1764,2930,1465
2048,1024,512,2304,3200,3648,1824,2960,3528,1764,2930,3513
2048,1024,512,2304,3200,3648,1824,2960,3528,3812,1906,953
2048,1024,512,2304,3200,3648,1824,2960,3528,3812,1906,3001
2048,1024,512,2304,3200,3648,1824,2960,3528,3812,3954,1977
2048,1024,512,2304,3200,3648,1824,2960,3528,3812,3954,4025
2048,1024,512,2304,3200,3648,3872,1936,968,484,242,121
2048,1024,512,2304,3200,3648,3872,1936,968,484,242,2169
2048,1024,512,2304,3200,3648,3872,1936,968,484,2290,1145
2048,1024,512,2304,3200,3648,3872,1936,968,484,2290,3193
2048,1024,512,2304,3200,3648,3872,1936,968,2532,1266,633
2048,1024,512,2304,3200,3648,3872,1936,968,2532,1266,2681
2048,1024,512,2304,3200,3648,3872,1936,968,2532,3314,1657
2048,1024,512,2304,3200,3648,3872,1936,968,2532,3314,3705
2048,1024,512,2304,3200,3648,3872,1936,3016,1508,754,377
2048,1024,512,2304,3200,3648,3872,1936,3016,1508,754,2425
2048,1024,512,2304,3200,3648,3872,1936,3016,1508,2802,1401
2048,1024,512,2304,3200,3648,3872,1936,3016,1508,2802,3449
2048,1024,512,2304,3200,3648,3872,1936,3016,3556,1778,889
2048,1024,512,2304,3200,3648,3872,1936,3016,3556,1778,2937
2048,1024,512,2304,3200,3648,3872,1936,3016,3556,3826,1913
2048,1024,512,2304,3200,3648,3872,1936,3016,3556,3826,3961
2048,1024,512,2304,3200,3648,3872,3984,1992,996,498,249
2048,1024,512,2304,3200,3648,3872,3984,1992,996,498,2297
2048,1024,512,2304,3200,3648,3872,3984,1992,996,2546,1273
2048,1024,512,2304,3200,3648,3872,3984,1992,996,2546,3321
2048,1024,512,2304,3200,3648,3872,3984,1992,3044,1522,761
2048,1024,512,2304,3200,3648,3872,3984,1992,3044,1522,2809
2048,1024,512,2304,3200,3648,3872,3984,1992,3044,3570,1785
2048,1024,512,2304,3200,3648,3872,3984,1992,3044,3570,3833
2048,1024,512,2304,3200,3648,3872,3984,4040,2020,1010,505
2048,1024,512,2304,3200,3648,3872,3984,4040,2020,1010,2553
2048,1024,512,2304,3200,3648,3872,3984,4040,2020,3058,1529
2048,1024,512,2304,3200,3648,3872,3984,4040,2020,3058,3577
2048,1024,512,2304,3200,3648,3872,3984,4040,4068,2034,1017
2048,1024,512,2304,3200,3648,3872,3984,4040,4068,2034,3065
2048,1024,512,2304,3200,3648,3872,3984,4040,4068,4082,2041
2048,1024,512,2304,3200,3648,3872,3984,4040,4068,4082,4089
2048,1024,2560,1280,640,320,160,80,40,20,10,5
2048,1024,2560,1280,640,320,160,80,40,20,10,2053
2048,1024,2560,1280,640,320,160,80,40,20,2058,1029
2048,1024,2560,1280,640,320,160,80,40,20,2058,3077
2048,1024,2560,1280,640,320,160,80,40,2068,1034,517
2048,1024,2560,1280,640,320,160,80,40,2068,1034,2565
2048,1024,2560,1280,640,320,160,80,40,2068,3082,1541
2048,1024,2560,1280,640,320,160,80,40,2068,3082,3589
2048,1024,2560,1280,640,320,160,80,2088,1044,522,261
2048,1024,2560,1280,640,320,160,80,2088,1044,522,2309
2048,1024,2560,1280,640,320,160,80,2088,1044,2570,1285
2048,1024,2560,1280,640,320,160,80,2088,1044,2570,3333
2048,1024,2560,1280,640,320,160,80,2088,3092,1546,773
2048,1024,2560,1280,640,320,160,80,2088,3092,1546,2821
2048,1024,2560,1280,640,320,160,80,2088,3092,3594,1797
2048,1024,2560,1280,640,320,160,80,2088,3092,3594,3845
2048,1024,2560,1280,640,320,160,2128,1064,532,266,133
2048,1024,2560,1280,640,320,160,2128,1064,532,266,2181
2048,1024,2560,1280,640,320,160,2128,1064,532,2314,1157
2048,1024,2560,1280,640,320,160,2128,1064,532,2314,3205
2048,1024,2560,1280,640,320,160,2128,1064,2580,1290,645
2048,1024,2560,1280,640,320,160,2128,1064,2580,1290,2693
2048,1024,2560,1280,640,320,160,2128,1064,2580,3338,1669
2048,1024,2560,1280,640,320,160,2128,1064,2580,3338,3717
2048,1024,2560,1280,640,320,160,2128,3112,1556,778,389
2048,1024,2560,1280,640,320,160,2128,3112,1556,778,2437
2048,1024,2560,1280,640,320,160,2128,3112,1556,2826,1413
2048,1024,2560,1280,640,320,160,2128,3112,1556,2826,3461
2048,1024,2560,1280,640,320,160,2128,3112,3604,1802,901
2048,1024,2560,1280,640,320,160,2128,3112,3604,1802,2949
2048,1024,2560,1280,640,320,160,2128,3112,3604,3850,1925
2048,1024,2560,1280,640,320,160,2128,3112,3604,3850,3973
2048,1024,2560,1280,640,320,2208,1104,552,276,138,69
2048,1024,2560,1280,640,320,2208,1104,552,276,138,2117
2048,1024,2560,1280,640,320,2208,1104,552,276,2186,1093
2048,1024,2560,1280,640,320,2208,1104,552,276,2186,3141
2048,1024,2560,1280,640,320,2208,1104,552,2324,1162,581
2048,1024,2560,1280,640,320,2208,1104,552,2324,1162,2629
2048,1024,2560,1280,640,320,2208,1104,552,2324,3210,1605
2048,1024,2560,1280,640,320,2208,1104,552,2324,3210,3653
2048,1024,2560,1280,640,320,2208,1104,2600,1300,650,325
2048,1024,2560,1280,640,320,2208,1104,2600,1300,650,2373
2048,1024,2560,1280,640,320,2208,1104,2600,1300,2698,1349
2048,1024,2560,1280,640,320,2208,1104,2600,1300,2698,3397
2048,1024,2560,1280,640,320,2208,1104,2600,3348,1674,837
2048,1024,2560,1280,640,320,2208,1104,2600,3348,1674,2885
2048,1024,2560,1280,640,320,2208,1104,2600,3348,3722,1861
2048,1024,2560,1280,640,320,2208,1104,2600,3348,3722,3909
2048,1024,2560,1280,640,320,2208,3152,1576,788,394,197
2048,1024,2560,1280,640,320,2208,3152,1576,788,394,2245
2048,1024,2560,1280,640,320,2208,3152,1576,788,2442,1221
2048,1024,2560,1280,640,320,2208,3152,1576,788,2442,3269
2048,1024,2560,1280,640,320,2208,3152,1576,2836,1418,709
2048,1024,2560,1280,640,320,2208,3152,1576,2836,1418,2757
2048,1024,2560,1280,640,320,2208,3152,1576,2836,3466,1733
2048,1024,2560,1280,640,320,2208,3152,1576,2836,3466,3781
2048,1024,2560,1280,640,320,2208,3152,3624,1812,906,453
2048,1024,2560,1280,640,320,2208,3152,3624,1812,906,2501
2048,1024,2560,1280,640,320,2208,3152,3624,1812,2954,1477
2048,1024,2560,1280,640,320,2208,3152,3624,1812,2954,3525
2048,1024,2560,1280,640,320,2208,3152,3624,3860,1930,965
2048,1024,2560,1280,640,320,2208,3152,3624,3860,1930,3013
2048,1024,2560,1280,640,320,2208,3152,3624,3860,3978,1989
2048,1024,2560,1280,640,320,2208,3152,3624,3860,3978,4037
2048,1024,2560,1280,640,2368,1184,592,296,148,74,37
2048,1024,2560,1280,640,2368,1184,592,296,148,74,2085
2048,1024,2560,1280,640,2368,1184,592,296,148,2122,1061
2048,1024,2560,1280,640,2368,1184,592,296,148,2122,3109
2048,1024,2560,1280,640,2368,1184,592,296,2196,1098,549
2048,1024,2560,1280,640,2368,1184,592,296,2196,1098,2597
2048,1024,2560,1280,640,2368,1184,592,296,2196,3146,1573
2048,1024,2560,1280,640,2368,1184,592,296,2196,3146,3621
2048,1024,2560,1280,640,2368,1184,592,2344,1172,586,293
2048,1024,2560,1280,640,2368,1184,592,2344,1172,586,2341
2048,1024,2560,1280,640,2368,1184,592,2344,1172,2634,1317
2048,1024,2560,1280,640,2368,1184,592,2344,1172,2634,3365
2048,1024,2560,1280,640,2368,1184,592,2344,3220,1610,805
2048,1024,2560,1280,640,2368,1184,592,2344,3220,1610,2853
2048,1024,2560,1280,640,2368,1184,592,2344,3220,3658,1829
2048,1024,2560,1280,640,2368,1184,592,2344,3220,3658,3877
2048,1024,2560,1280,640,2368,1184,2640,1320,660,330,165
2048,1024,2560,1280,640,2368,1184,2640,1320,660,330,2213
2048,1024,2560,1280,640,2368,1184,2640,1320,660,2378,1189
2048,1024,2560,1280,640,2368,1184,2640,1320,660,2378,3237
2048,1024,2560,1280,640,2368,1184,2640,1320,2708,1354,677
2048,1024,2560,1280,640,2368,1184,2640,1320,2708,1354,2725
2048,1024,2560,1280,640,2368,1184,2640,1320,2708,3402,1701
2048,1024,2560,1280,640,2368,1184,2640,1320,2708,3402,3749
2048,1024,2560,1280,640,2368,1184,2640,3368,1684,842,421
2048,1024,2560,1280,640,2368,1184,2640,3368,1684,842,2469
2048,1024,2560,1280,640,2368,1184,2640,3368,1684,2890,1445
2048,1024,2560,1280,640,2368,1184,2640,3368,1684,2890,3493
2048,1024,2560,1280,640,2368,1184,2640,3368,3732,1866,933
2048,1024,2560,1280,640,2368,1184,2640,3368,3732,1866,2981
2048,1024,2560,1280,640,2368,1184,2640,3368,3732,3914,1957
2048,1024,2560,1280,640,2368,1184,2640,3368,3732,3914,4005
2048,1024,2560,1280,640,2368,3232,1616,808,404,202,101
2048,1024,2560,1280,640,2368,3232,1616,808,404,202,2149
2048,1024,2560,1280,640,2368,3232,1616,808,404,2250,1125
2048,1024,2560,1280,640,2368,3232,1616,808,404,2250,3173
2048,1024,2560,1280,640,2368,3232,1616,808,2452,1226,613
2048,1024,2560,1280,640,2368,3232,1616,808,2452,1226,2661
2048,1024,2560,1280,640,2368,3232,1616,808,2452,3274,1637
2048,1024,2560,1280,640,2368,3232,1616,808,2452,3274,3685
2048,1024,2560,1280,640,2368,3232,1616,2856,1428,714,357
2048,1024,2560,1280,640,2368,3232,1616,2856,1428,714,2405
2048,1024,2560,1280,640,2368,3232,1616,2856,1428,2762,1381
2048,1024,2560,1280,640,2368,3232,1616,2856,1428,2762,3429
2048,1024,2560,1280,640,2368,3232,1616,2856,3476,1738,869
2048,1024,2560,1280,640,2368,3232,1616,2856,3476,1738,2917
2048,1024,2560,1280,640,2368,3232,1616,2856,3476,3786,1893
2048,1024,2560,1280,640,2368,3232,1616,2856,3476,3786,3941
2048,1024,2560,1280,640,2368,3232,3664,1832,916,458,229
2048,1024,2560,1280,640,2368,3232,3664,1832,916,458,2277
2048,1024,2560,1280,640,2368,3232,3664,1832,916,2506,1253
2048,1024,2560,1280,640,2368,3232,3664,1832,916,2506,3301
2048,1024,2560,1280,640,2368,3232,3664,1832,2964,1482,741
2048,1024,2560,1280,640,2368,3232,3664,1832,2964,1482,2789
2048,1024,2560,1280,640,2368,3232,3664,1832,2964,3530,1765
2048,1024,2560,1280,640,2368,3232,3664,1832,2964,3530,3813
2048,1024,2560,1280,640,2368,3232,3664,3880,1940,970,485
2048,1024,2560,1280,640,2368,3232,3664,3880,1940,970,2533
2048,1024,2560,1280,640,2368,3232,3664,3880,1940,3018,1509
2048,1024,2560,1280,640,2368,3232,3664,3880,1940,3018,3557
2048,1024,2560,1280,640,2368,3232,3664,3880,3988,1994,997
2048,1024,2560,1280,640,2368,3232,3664,3880,3988,1994,3045
2048,1024,2560,1280,640,2368,3232,3664,3880,3988,4042,2021
2048,1024,2560,1280,640,2368,3232,3664,3880,3988,4042,4069
2048,1024,2560,1280,2688,1344,672,336,168,84,42,21
2048,1024,2560,1280,2688,1344,672,336,168,84,42,2069
2048,1024,2560,1280,2688,1344,672,336,168,84,2090,1045
2048,1024,2560,1280,2688,1344,672,336,168,84,2090,3093
2048,1024,2560,1280,2688,1344,672,336,168,2132,1066,533
2048,1024,2560,1280,2688,1344,672,336,168,2132,1066,2581
2048,1024,2560,1280,2688,1344,672,336,168,2132,3114,1557
2048,1024,2560,1280,2688,1344,672,336,168,2132,3114,3605
2048,1024,2560,1280,2688,1344,672,336,2216,1108,554,277
2048,1024,2560,1280,2688,1344,672,336,2216,1108,554,2325
2048,1024,2560,1280,2688,1344,672,336,2216,1108,2602,1301
2048,1024,2560,1280,2688,1344,672,336,2216,1108,2602,3349
2048,1024,2560,1280,2688,1344,672,336,2216,3156,1578,789
2048,1024,2560,1280,2688,1344,672,336,2216,3156,1578,2837
2048,1024,2560,1280,2688,1344,672,336,2216,3156,3626,1813
2048,1024,2560,1280,2688,1344,672,336,2216,3156,3626,3861
2048,1024,2560,1280,2688,1344,672,2384,1192,596,298,149
2048,1024,2560,1280,2688,1344,672,2384,1192,596,298,2197
2048,1024,2560,1280,2688,1344,672,2384,1192,596,2346,1173
2048,1024,2560,1280,2688,1344,672,2384,1192,596,2346,3221
2048,1024,2560,1280,2688,1344,672,2384,1192,2644,1322,661
2048,1024,2560,1280,2688,1344,672,2384,1192,2644,1322,2709
2048,1024,2560,1280,2688,1344,672,2384,1192,2644,3370,1685
2048,1024,2560,1280,2688,1344,672,2384,1192,2644,3370,3733
2048,1024,2560,1280,2688,1344,672,2384,3240,1620,810,405
2048,1024,2560,1280,2688,1344,672,2384,3240,1620,810,2453
2048,1024,2560,1280,2688,1344,672,2384,3240,1620,2858,1429
2048,1024,2560,1280,2688,1344,672,2384,3240,1620,2858,3477
2048,1024,2560,1280,2688,1344,672,2384,3240,3668,1834,917
2048,1024,2560,1280,2688,1344,672,2384,3240,3668,1834,2965
2048,1024,2560,1280,2688,1344,672,2384,3240,3668,3882,1941
2048,1024,2560,1280,2688,1344,672,2384,3240,3668,3882,3989
2048,1024,2560,1280,2688,1344,2720,1360,680,340,170,85
2048,1024,2560,1280,2688,1344,2720,1360,680,340,170,2133
2048,1024,2560,1280,2688,1344,2720,1360,680,340,2218,1109
2048,1024,2560,1280,2688,1344,2720,1360,680,340,2218,3157
2048,1024,2560,1280,2688,1344,2720,1360,680,2388,1194,597
2048,1024,2560,1280,2688,1344,2720,1360,680,2388,1194,2645
2048,1024,2560,1280,2688,1344,2720,1360,680,2388,3242,1621
2048,1024,2560,1280,2688,1344,2720,1360,680,2388,3242,3669
2048,1024,2560,1280,2688,1344,2720,1360,2728,1364,682,341
2048,1024,2560,1280,2688,1344,2720,1360,2728,1364,682,2389
2048,1024,2560,1280,2688,1344,2720,1360,2728,1364,2730,1365
2048,1024,2560,1280,2688,1344,2720,1360,2728,1364,2730,3413
2048,1024,2560,1280,2688,1344,2720,1360,2728,3412,1706,853
2048,1024,2560,1280,2688,1344,2720,1360,2728,3412,1706,2901
2048,1024,2560,1280,2688,1344,2720,1360,2728,3412,3754,1877
2048,1024,2560,1280,2688,1344,2720,1360,2728,3412,3754,3925
2048,1024,2560,1280,2688,1344,2720,3408,1704,852,426,213
2048,1024,2560,1280,2688,1344,2720,3408,1704,852,426,2261
2048,1024,2560,1280,2688,1344,2720,3408,1704,852,2474,1237
2048,1024,2560,1280,2688,1344,2720,3408,1704,852,2474,3285
2048,1024,2560,1280,2688,1344,2720,3408,1704,2900,1450,725
2048,1024,2560,1280,2688,1344,2720,3408,1704,2900,1450,2773
2048,1024,2560,1280,2688,1344,2720,3408,1704,2900,3498,1749
2048,1024,2560,1280,2688,1344,2720,3408,1704,2900,3498,3797
2048,1024,2560,1280,2688,1344,2720,3408,3752,1876,938,469
2048,1024,2560,1280,2688,1344,2720,3408,3752,1876,938,2517
2048,1024,2560,1280,2688,1344,2720,3408,3752,1876,2986,1493
2048,1024,2560,1280,2688,1344,2720,3408,3752,1876,2986,3541
2048,1024,2560,1280,2688,1344,2720,3408,3752,3924,1962,981
2048,1024,2560,1280,2688,1344,2720,3408,3752,3924,1962,3029
2048,1024,2560,1280,2688,1344,2720,3408,3752,3924,4010,2005
2048,1024,2560,1280,2688,1344,2720,3408,3752,3924,4010,4053
2048,1024,2560,1280,2688,3392,1696,848,424,212,106,53
2048,1024,2560,1280,2688,3392,1696,848,424,212,106,2101
2048,1024,2560,1280,2688,3392,1696,848,424,212,2154,1077
2048,1024,2560,1280,2688,3392,1696,848,424,212,2154,3125
2048,1024,2560,1280,2688,3392,1696,848,424,2260,1130,565
2048,1024,2560,1280,2688,3392,1696,848,424,2260,1130,2613
2048,1024,2560,1280,2688,3392,1696,848,424,2260,3178,1589
2048,1024,2560,1280,2688,3392,1696,848,424,2260,3178,3637
2048,1024,2560,1280,2688,3392,1696,848,2472,1236,618,309
2048,1024,2560,1280,2688,3392,1696,848,2472,1236,618,2357
2048,1024,2560,1280,2688,3392,1696,848,2472,1236,2666,1333
2048,1024,2560,1280,2688,3392,1696,848,2472,1236,2666,3381
2048,1024,2560,1280,2688,3392,1696,848,2472,3284,1642,821
2048,1024,2560,1280,2688,3392,1696,848,2472,3284,1642,2869
2048,1024,2560,1280,2688,3392,1696,848,2472,3284,3690,1845
2048,1024,2560,1280,2688,3392,1696,848,2472,3284,3690,3893
2048,1024,2560,1280,2688,3392,1696,2896,1448,724,362,181
2048,1024,2560,1280,2688,3392,1696,2896,1448,724,362,2229
2048,1024,2560,1280,2688,3392,1696,2896,1448,724,2410,1205
2048,1024,2560,1280,2688,3392,1696,2896,1448,724,2410,3253
2048,1024,2560,1280,2688,3392,1696,2896,1448,2772,1386,693
2048,1024,2560,1280,2688,3392,1696,2896,1448,2772,1386,2741
2048,1024,2560,1280,2688,3392,1696,2896,1448,2772,3434,1717
2048,1024,2560,1280,2688,3392,1696,2896,1448,2772,3434,3765
2048,1024,2560,1280,2688,3392,1696,2896,3496,1748,874,437
2048,1024,2560,1280,2688,3392,1696,2896,3496,1748,874,2485
2048,1024,2560,1280,2688,3392,1696,2896,3496,1748,2922,1461
2048,1024,2560,1280,2688,3392,1696,2896,3496,1748,2922,3509
2048,1024,2560,1280,2688,3392,1696,2896,3496,3796,1898,949
2048,1024,2560,1280,2688,3392,1696,2896,3496,3796,1898,2997
2048,1024,2560,1280,2688,3392,1696,2896,3496,3796,3946,1973
2048,1024,2560,1280,2688,3392,1696,2896,3496,3796,3946,4021
2048,1024,2560,1280,2688,3392,3744,1872,936,468,234,117
2048,1024,2560,1280,2688,3392,3744,1872,936,468,234,2165
2048,1024,2560,1280,2688,3392,3744,1872,936,468,2282,1141
2048,1024,2560,1280,2688,3392,3744,1872,936,468,2282,3189
2048,1024,2560,1280,2688,3392,3744,1872,936,2516,1258,629
2048,1024,2560,1280,2688,3392,3744,1872,936,2516,1258,2677
2048,1024,2560,1280,2688,3392,3744,1872,936,2516,3306,1653
2048,1024,2560,1280,2688,3392,3744,1872,936,2516,3306,3701
2048,1024,2560,1280,2688,3392,3744,1872,2984,1492,746,373
2048,1024,2560,1280,2688,3392,3744,1872,2984,1492,746,2421
2048,1024,2560,1280,2688,3392,3744,1872,2984,1492,2794,1397
2048,1024,2560,1280,2688,3392,3744,1872,2984,1492,2794,3445
2048,1024,2560,1280,2688,3392,3744,1872,2984,3540,1770,885
2048,1024,2560,1280,2688,3392,3744,1872,2984,3540,1770,2933
2048,1024,2560,1280,2688,3392,3744,1872,2984,3540,3818,1909
2048,1024,2560,1280,2688,3392,3744,1872,2984,3540,3818,3957
2048,1024,2560,1280,2688,3392,3744,3920,1960,980,490,245
2048,1024,2560,1280,2688,3392,3744,3920,1960,980,490,2293
2048,1024,2560,1280,2688,3392,3744,3920,1960,980,2538,1269
2048,1024,2560,1280,2688,3392,3744,3920,1960,980,2538,3317
2048,1024,2560,1280,2688,3392,3744,3920,1960,3028,1514,757
2048,1024,2560,1280,2688,3392,3744,3920,1960,3028,1514,2805
2048,1024,2560,1280,2688,3392,3744,3920,1960,3028,3562,1781
2048,1024,2560,1280,2688,3392,3744,3920,1960,3028,3562,3829
2048,1024,2560,1280,2688,3392,3744,3920,4008,2004,1002,501
2048,1024,2560,1280,2688,3392,3744,3920,4008,2004,1002,2549
2048,1024,2560,1280,2688,3392,3744,3920,4008,2004,3050,1525
2048,1024,2560,1280,2688,3392,3744,3920,4008,2004,3050,3573
2048,1024,2560,1280,2688,3392,3744,3920,4008,4052,2026,1013
2048,1024,2560,1280,2688,3392,3744,3920,4008,4052,2026,3061
2048,1024,2560,1280,2688,3392,3744,3920,4008,4052,4074,2037
2048,1024,2560,1280,2688,3392,3744,3920,4008,4052,4074,4085
2048,1024,2560,3328,1664,832,416,208,104,52,26,13
2048,1024,2560,3328,1664,832,416,208,104,52,26,2061
2048,1024,2560,3328,1664,832,416,208,104,52,2074,1037
2048,1024,2560,3328,1664,832,416,208,104,52,2074,3085
2048,1024,2560,3328,1664,832,416,208,104,2100,1050,525
2048,1024,2560,3328,1664,832,416,208,104,2100,1050,2573
2048,1024,2560,3328,1664,832,416,208,104,2100,3098,1549
2048,1024,2560,3328,1664,832,416,208,104,2100,3098,3597
2048,1024,2560,3328,1664,832,416,208,2152,1076,538,269
2048,1024,2560,3328,1664,832,416,208,2152,1076,538,2317
2048,1024,2560,3328,1664,832,416,208,2152,1076,2586,1293
2048,1024,2560,3328,1664,832,416,208,2152,1076,2586,3341
2048,1024,2560,3328,1664,832,416,208,2152,3124,1562,781
2048,1024,2560,3328,1664,832,416,208,2152,3124,1562,2829
2048,1024,2560,3328,1664,832,416,208,2152,3124,3610,1805
2048,1024,2560,3328,1664,832,416,208,2152,3124,3610,3853
2048,1024,2560,3328,1664,832,416,2256,1128,564,282,141
2048,1024,2560,3328,1664,832,416,2256,1128,564,282,2189
2048,1024,2560,3328,1664,832,416,2256,1128,564,2330,1165
2048,1024,2560,3328,1664,832,416,2256,1128,564,2330,3213
2048,1024,2560,3328,1664,832,416,2256,1128,2612,1306,653
2048,1024,2560,3328,1664,832,416,2256,1128,2612,1306,2701
2048,1024,2560,3328,1664,832,416,2256,1128,2612,3354,1677
2048,1024,2560,3328,1664,832,416,2256,1128,2612,3354,3725
2048,1024,2560,3328,1664,832,416,2256,3176,1588,794,397
2048,1024,2560,3328,1664,832,416,2256,3176,1588,794,2445
2048,1024,2560,3328,1664,832,416,2256,3176,1588,2842,1421
2048,1024,2560,3328,1664,832,416,2256,3176,1588,2842,3469
2048,1024,2560,3328,1664,832,416,2256,3176,3636,1818,909
2048,1024,2560,3328,1664,832,416,2256,3176,3636,1818,2957
2048,1024,2560,3328,1664,832,416,2256,3176,3636,3866,1933
2048,1024,2560,3328,1664,832,416,2256,3176,3636,3866,3981
2048,1024,2560,3328,1664,832,2464,1232,616,308,154,77
2048,1024,2560,3328,1664,832,2464,1232,616,308,154,2125
2048,1024,2560,3328,1664,832,2464,1232,616,308,2202,1101
2048,1024,2560,3328,1664,832,2464,1232,616,308,2202,3149
2048,1024,2560,3328,1664,832,2464,1232,616,2356,1178,589
2048,1024,2560,3328,1664,832,2464,1232,616,2356,1178,2637
2048,1024,2560,3328,1664,832,2464,1232,616,2356,3226,1613
2048,1024,2560,3328,1664,832,2464,1232,616,2356,3226,3661
2048,1024,2560,3328,1664,832,2464,1232,2664,1332,666,333
2048,1024,2560,3328,1664,832,2464,1232,2664,1332,666,2381
2048,1024,2560,3328,1664,832,2464,1232,2664,1332,2714,1357
2048,1024,2560,3328,1664,832,2464,1232,2664,1332,2714,3405
2048,1024,2560,3328,1664,832,2464,1232,2664,3380,1690,845
2048,1024,2560,3328,1664,832,2464,1232,2664,3380,1690,2893
2048,1024,2560,3328,1664,832,2464,1232,2664,3380,3738,1869
2048,1024,2560,3328,1664,832,2464,1232,2664,3380,3738,3917
2048,1024,2560,3328,1664,832,2464,3280,1640,820,410,205
2048,1024,2560,3328,1664,832,2464,3280,1640,820,410,2253
2048,1024,2560,3328,1664,832,2464,3280,1640,820,2458,1229
2048,1024,2560,3328,1664,832,2464,3280,1640,820,2458,3277
2048,1024,2560,3328,1664,832,2464,3280,1640,2868,1434,717
2048,1024,2560,3328,1664,832,2464,3280,1640,2868,1434,2765
2048,1024,2560,3328,1664,832,2464,3280,1640,2868,3482,1741
2048,1024,2560,3328,1664,832,2464,3280,1640,2868,3482,3789
2048,1024,2560,3328,1664,832,2464,3280,3688,1844,922,461
2048,1024,2560,3328,1664,832,2464,3280,3688,1844,922,2509
